date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-08-02,/apartamentos-venta-uvero-alto/1270442/,1,2.5,2,US$,357560,Seekers Inmobiliaria,Uvero Alto, Bávaro, Punta Cana,En Construcción,179,Residencial,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,357560
2022-08-02,/apartamentos-venta-uvero-alto/1270502/,1,2.5,2,US$,357560,Seekers Inmobiliaria,Uvero Alto, Bávaro, Punta Cana,En Construcción,179,Residencial,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,357560
